nombre,formato,precio,precio_ud/Kg/L,marca,categoria,subcategoria
perfilador de labios long lasting deliplus 08 granate,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
perfilador de labios long lasting deliplus 10 canela,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
perfilador de labios long lasting deliplus 11 nude,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
perfilador de labios long lasting deliplus 12 nude beige,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
perfilador de labios deliplus 02 marsala,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
perfilador de labios deliplus 05 fresa,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
perfilador de labios deliplus 06 canela,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
perfilador de labios deliplus 08 rojo,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
perfilador de labios deliplus 07 cereza,1 ud.,2.5,2.5,Deliplus,maquillaje,labios
pintalabios creamy deliplus 201 nude,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 202 rosa calido,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 204 rosa petalo,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 207 ciruela,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 210 rojo,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 212 marron crema,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 213 marsala,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 215 malva suave,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 218 granate suave,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
pintalabios creamy deliplus 219 marron chocolate,1 ud.,4.65,4.65,Deliplus,maquillaje,labios
balsamo labial color balm deliplus 07 nude rosa,1 ud.,4.5,4.5,Deliplus,maquillaje,labios
balsamo labial color balm deliplus 08 nude beige,1 ud.,4.5,4.5,Deliplus,maquillaje,labios
balsamo labial color balm deliplus 09 rosa medio perlado,1 ud.,4.5,4.5,Deliplus,maquillaje,labios
balsamo labial color balm deliplus 10 coral,1 ud.,4.5,4.5,Deliplus,maquillaje,labios
balsamo labial color balm deliplus 11 rosa,1 ud.,4.5,4.5,Deliplus,maquillaje,labios
balsamo labial color balm deliplus 12 frambuesa,1 ud.,4.5,4.5,Deliplus,maquillaje,labios
balsamo labial color balm deliplus 13 perlado,1 ud.,4.5,4.5,Deliplus,maquillaje,labios
brillo de labios volumizer gloss deliplus 01 transparente,1 ud. (4 ml),5.0,5.0,Deliplus,maquillaje,labios
brillo de labios volumizer gloss deliplus 02 nude,1 ud. (4 ml),5.0,5.0,Deliplus,maquillaje,labios
brillo de labios volumizer gloss deliplus 03 nude rosa,1 ud. (4 ml),5.0,5.0,Deliplus,maquillaje,labios
brillo de labios volumizer gloss deliplus 05 rosa,1 ud. (4 ml),5.0,5.0,Deliplus,maquillaje,labios
brillo de labios volumizer gloss deliplus 06 morado,1 ud. (4 ml),5.0,5.0,Deliplus,maquillaje,labios
brillo de labios volumizer gloss deliplus 07 transparente con destellos,1 ud. (4 ml),5.0,5.0,Deliplus,maquillaje,labios
brillo de labios lip gloss deliplus 02 rosa medio con peptidos,1 ud. (10 ml),4.5,4.5,Deliplus,maquillaje,labios
brillo de labios lip gloss terra deliplus 01 nude rosado,"1 ud. (5,5 ml)",4.5,4.5,Deliplus,maquillaje,labios
brillo de labios lip gloss terra deliplus 02 opal ciruela,"1 ud. (5,5 ml)",4.5,4.5,Deliplus,maquillaje,labios
pintalabios lipstick terra deliplus 02 rosa intenso,"1 ud. (3,5 g)",5.0,5.0,Deliplus,maquillaje,labios
calendario adviento 24 make up treasures deliplus,1 ud.,25.0,25.0,Deliplus,maquillaje,labios
lote 12 make up essentials mail post deliplus,1 ud.,13.5,13.5,Deliplus,maquillaje,labios
aceite labial lip oil glow infusion deliplus 01 nude,1 ud. (4 ml),4.5,4.5,Deliplus,maquillaje,labios
aceite labial lip oil glow infusion deliplus 02 cherry,1 ud. (4 ml),4.5,4.5,Deliplus,maquillaje,labios
pintalabios mate deliplus 101 nude,1 ud. (4 g),4.5,4.5,Deliplus,maquillaje,labios
pintalabios mate deliplus 102 caramelo,1 ud. (4 g),4.5,4.5,Deliplus,maquillaje,labios
pintalabios mate deliplus 107 caldera,1 ud. (4 g),4.5,4.5,Deliplus,maquillaje,labios
perfilador de ojos waterproof deliplus 01 negro,1 ud.,2.5,2.5,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 06 marron,1 ud.,2.5,2.5,Deliplus,maquillaje,ojos
perfilador de ojos deliplus 01 negro,1 ud.,2.3,2.3,Deliplus,maquillaje,ojos
perfilador de ojos deliplus 02 marron,1 ud.,2.3,2.3,Deliplus,maquillaje,ojos
perfilador de ojos deliplus 03 verde,1 ud.,2.3,2.3,Deliplus,maquillaje,ojos
perfilador de ojos deliplus 04 azul,1 ud.,2.3,2.3,Deliplus,maquillaje,ojos
perfilador de ojos deliplus 06 beige,1 ud.,2.3,2.3,Deliplus,maquillaje,ojos
perfilador de ojos eyeliner waterproof deliplus negro,1 ud.,3.5,3.5,Deliplus,maquillaje,ojos
delineador de ojos deliplus,1 ud.,3.75,3.75,Deliplus,maquillaje,ojos
perfilador de ojos eyeliner deliplus 02 negro,1 ud.,3.5,3.5,Deliplus,maquillaje,ojos
delineador de ojos deliplus negro,1 ud.,3.75,3.75,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 07 verde turquesa,1 ud.,2.5,2.5,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 09 azul metalizado,1 ud.,2.5,2.5,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 12 verde oliva,1 ud.,2.5,2.5,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 13 gris,1 ud.,2.5,2.5,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 15 azul,1 ud.,2.5,2.5,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 101 negro,1 ud.,3.25,3.25,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 104 azul,1 ud.,3.25,3.25,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 105 verde,1 ud.,3.25,3.25,Deliplus,maquillaje,ojos
perfilador de ojos waterproof deliplus 106 marron,1 ud.,3.25,3.25,Deliplus,maquillaje,ojos
mascara de cejas deliplus marron,1 ud.,4.0,4.0,Deliplus,maquillaje,ojos
mascara de pestañas y cejas transparente deliplus,1 ud. (9 ml),3.0,3.0,Deliplus,maquillaje,ojos
perfilador de cejas long lasting deliplus 01 claro,1 ud.,2.75,2.75,Deliplus,maquillaje,ojos
perfilador de cejas deliplus 02 marron medio,1 ud.,2.75,2.75,Deliplus,maquillaje,ojos
perfilador de cejas long lasting deliplus 03 oscuro,1 ud.,2.75,2.75,Deliplus,maquillaje,ojos
perfilador de cejas micro deliplus 01 claro,1 ud.,3.5,3.5,Deliplus,maquillaje,ojos
perfilador de cejas micro deliplus 02 oscuro,1 ud.,3.5,3.5,Deliplus,maquillaje,ojos
delineador de cejas brow liner terra deliplus 01 castaño medio,1 ud.,4.0,4.0,Deliplus,maquillaje,ojos
delineador de cejas brow liner terra deliplus 02 castaño oscuro,1 ud.,4.0,4.0,Deliplus,maquillaje,ojos
mascara de pestañas water resistant deliplus negro,1 ud. (10 ml),3.65,3.65,Deliplus,maquillaje,ojos
rizador de pestañas deliplus,Caja 1 ud.,4.5,4.5,Deliplus,maquillaje,ojos
mascara de pestañas maxi color deliplus 02 marron,"1 ud. (8,5 ml)",3.65,3.65,Deliplus,maquillaje,ojos
mascara de pestañas y cejas transparente deliplus,1 ud. (9 ml),3.0,3.0,Deliplus,maquillaje,ojos
mascara de pestañas volume & curve xl deliplus negro,"1 ud. (12,5 ml)",3.65,3.65,Deliplus,maquillaje,ojos
mascara de pestañas maxi volume deliplus negro,"1 ud. (8,5 ml)",3.65,3.65,Deliplus,maquillaje,ojos
mascara de pestañas 4d volume deliplus negro,1 ud. (9 ml),3.65,3.65,Deliplus,maquillaje,ojos
mascara de pestañas long xtrem deliplus negro,1 ud. (9 ml),3.65,3.65,Deliplus,maquillaje,ojos
serum de pestañas sos cuida y refuerza deliplus,"1 ud. (8,5 ml)",5.0,5.0,Deliplus,maquillaje,ojos
mascara de pestañas maxi curve deliplus negro,"1 ud. (8,5 ml)",3.65,3.65,Deliplus,maquillaje,ojos
paleta sombras de ojos nude deliplus,1 ud. (16 g),7.0,7.0,Deliplus,maquillaje,ojos
sombra de ojos long lasting deliplus multi-stick 01 iluminador,1 ud.,4.25,4.25,Deliplus,maquillaje,ojos
sombra de ojos long lasting deliplus multi-stick 02 rose,1 ud.,4.25,4.25,Deliplus,maquillaje,ojos
sombra de ojos long lasting deliplus multi-stick 03 rose oscuro,1 ud.,4.25,4.25,Deliplus,maquillaje,ojos
sombra de ojos long lasting deliplus multi-stick 04 borgoña,1 ud.,4.25,4.25,Deliplus,maquillaje,ojos
sombra de ojos long lasting deliplus multi-stick 05 champagne,1 ud.,4.25,4.25,Deliplus,maquillaje,ojos
sombra de ojos long lasting deliplus multi-stick 06 bronce,1 ud.,4.25,4.25,Deliplus,maquillaje,ojos
sombra de ojos long lasting deliplus multi-stick 07 cobre,1 ud.,4.25,4.25,Deliplus,maquillaje,ojos
sombra de ojos long lasting deliplus multi-stick 08 chocolate,1 ud.,4.25,4.25,Deliplus,maquillaje,ojos
paleta sombras de ojos deliplus 10 rosados,1 ud. (4 g),4.0,4.0,Deliplus,maquillaje,ojos
paleta sombras de ojos deliplus 11 verdes,1 ud. (4 g),4.0,4.0,Deliplus,maquillaje,ojos
sacapuntas doble deliplus lapiz fino y grueso,1 ud.,2.5,2.5,Deliplus,maquillaje,pinceles y brochas
kit de esponjas maquillaje deliplus,Caja 3 ud.,3.0,1.0,Deliplus,maquillaje,pinceles y brochas
kit nude de pinceles rostro deliplus,Caja 3 ud.,6.0,2.0,Deliplus,maquillaje,pinceles y brochas
kit nude de pinceles ojos deliplus,Caja 4 ud.,5.5,1.375,Deliplus,maquillaje,pinceles y brochas
kit nude esencial deliplus,Caja 2 ud.,5.0,2.5,Deliplus,maquillaje,pinceles y brochas
esponja maquillaje deliplus,Caja 1 ud.,3.0,3.0,Deliplus,maquillaje,pinceles y brochas
preparado de paella y sopa hacendado ultracongelado,Paquete 685 g escurrido,4.1,5.985401459854014,Hacendado,marisco y pescado,marisco
arreglo de marisco pelado,Bandeja 450 g aprox.,9.18,20.4,Desconocida,marisco y pescado,marisco
gambon congelado,Granel 150 g aprox.,1.94,12.933333333333334,Desconocida,marisco y pescado,marisco
gambon grande congelado,Caja 2 kg,23.0,11.5,Desconocida,marisco y pescado,marisco
alistado mediano hacendado ultracongelado,Caja 500 g,22.5,45.0,Hacendado,marisco y pescado,marisco
langostino cocido,Granel 150 g aprox.,1.64,10.933333333333334,Desconocida,marisco y pescado,marisco
langostino crudo hacendado ultracongelado,Caja 600 g escurrido,5.95,9.916666666666668,Hacendado,marisco y pescado,marisco
gamba cocida,Bandeja 300 g,6.95,23.166666666666668,Desconocida,marisco y pescado,marisco
gamba pelada cruda tamaño mediano hacendado ultracongelada,Paquete 360 g escurrido,4.95,13.750000000000002,Hacendado,marisco y pescado,marisco
gamba pelada cruda tamaño grande hacendado ultracongelada,Paquete 360 g escurrido,5.95,16.52777777777778,Hacendado,marisco y pescado,marisco
camaron boreal cocido y pelado royal greenland ultracongelado,Paquete 200 g,4.25,21.25,Royal Greenland,marisco y pescado,marisco
langostino cocido y pelado hacendado ultracongelado,Bandeja 220 g escurrido,4.75,21.59090909090909,Hacendado,marisco y pescado,marisco
langostino crudo y pelado hacendado ultracongelado,Bandeja 220 g escurrido,3.95,17.954545454545457,Hacendado,marisco y pescado,marisco
cigala cruda mediana hacendado ultracongelada,Caja 400 g aprox.,10.95,27.374999999999996,Hacendado,marisco y pescado,marisco
cigala cruda grande hacendado ultracongelado,Caja 500 g aprox.,16.95,33.9,Hacendado,marisco y pescado,marisco
bogavante americano mediano crudo hacendado,Pieza 475 g aprox. escurrido,15.67,32.98947368421053,Hacendado,marisco y pescado,marisco
buey de mar cocido hacendado congelado,Pieza 715 g aprox.,11.68,16.335664335664337,Hacendado,marisco y pescado,marisco
necora cocida hacendado congelada,Caja 500 g escurrido,8.0,16.0,Hacendado,marisco y pescado,marisco
colas de gambon crudo hacendado congelado,Bandeja 250 g,6.55,26.2,Hacendado,marisco y pescado,marisco
alistado pequeño hacendado congelado,"Caja 1,16 kg aprox.",24.94,21.500000000000004,Hacendado,marisco y pescado,marisco
alistado pequeño congelado,Granel 150 g aprox.,3.38,22.533333333333335,Desconocida,marisco y pescado,marisco
langostino cocido,Bandeja 600 g aprox.,6.6,11.0,Desconocida,marisco y pescado,marisco
salpicon de marisco hacendado,Bandeja 400 g aprox.,4.96,12.399999999999999,Hacendado,marisco y pescado,marisco
mejillon,Malla 1 kg,3.2,3.2,Desconocida,marisco y pescado,marisco
carne de mejillon de chile cocido hacendado ultracongelado,Paquete 275 g escurrido,2.35,8.545454545454545,Hacendado,marisco y pescado,marisco
mejillon de chile entero cocido hacendado ultracongelado,Caja 450 g,3.25,7.222222222222222,Hacendado,marisco y pescado,marisco
almeja japonesa,Malla 500 g,10.35,20.7,Desconocida,marisco y pescado,marisco
almeja hacendado congelada,Paquete 450 g,1.7,3.7777777777777777,Hacendado,marisco y pescado,marisco
berberechos,Malla 500 g,5.95,11.9,Desconocida,marisco y pescado,marisco
navajas,Malla 500 g,4.5,9.0,Desconocida,marisco y pescado,marisco
chirla,Malla 500 g,4.35,8.7,Desconocida,marisco y pescado,marisco
mejillon seleccion,Malla 1 kg,3.95,3.95,Elección,marisco y pescado,marisco
mejillon vivo,Bandeja 1 kg,3.4,3.4,Desconocida,marisco y pescado,marisco
palitos de surimi hacendado,Paquete 460 g,2.0,4.3478260869565215,Hacendado,marisco y pescado,marisco
palitos de surimi hacendado ultracongelados,Paquete 600 g,2.5,4.166666666666667,Hacendado,marisco y pescado,marisco
muslitos de surimi hacendado ultracongelados,Paquete 450 g,2.75,6.111111111111111,Hacendado,marisco y pescado,marisco
caracoles precocidos hacendado ultracongelados,Paquete 350 g,3.95,11.285714285714286,Hacendado,marisco y pescado,marisco
delicias del mar de surimi hacendado,Bandeja 250 g,2.0,8.0,Hacendado,marisco y pescado,marisco
filetes de panga hacendado ultracongelados,Paquete 900 g escurrido,4.8,5.333333333333333,Hacendado,marisco y pescado,pescado congelado
filetes de merluza del cabo sin piel hacendado ultracongelados,Paquete 600 g escurrido,5.2,8.666666666666668,Hacendado,marisco y pescado,pescado congelado
rodaja de emperador hacendado ultracongelado,Pieza 300 g aprox. escurrido,4.47,14.9,Hacendado,marisco y pescado,pescado congelado
filetes de bacalao maredeus ultracongelado,Paquete 375 g escurrido,6.6,17.599999999999998,MareDeus,marisco y pescado,pescado congelado
medallones de merluza del cabo hacendado ultracongelados,Paquete 485 g escurrido,4.8,9.896907216494846,Hacendado,marisco y pescado,pescado congelado
filete de salmon rosado salvaje con piel hacendado ultracongelado,Pieza 300 g aprox. escurrido,3.88,12.933333333333334,Hacendado,marisco y pescado,pescado congelado
rodajas de merluza del cabo hacendado ultracongeladas,Paquete 580 g escurrido,5.5,9.482758620689657,Hacendado,marisco y pescado,pescado congelado
rodajas de emperador pequeñas hacendado ultracongeladas,Paquete 900 g escurrido,12.95,14.388888888888888,Hacendado,marisco y pescado,pescado congelado
fritura de pescado hacendado ultracongelada,Paquete 600 g escurrido,5.45,9.083333333333334,Hacendado,marisco y pescado,pescado congelado
porciones de bacalao sin piel maredeus ultracongeladas,Paquete 400 g escurrido,7.0,17.5,MareDeus,marisco y pescado,pescado congelado
rodaja de tintorera sin piel hacendado ultracongelada,Pieza 450 g aprox. escurrido,3.13,6.955555555555555,Hacendado,marisco y pescado,pescado congelado
porciones de merluza del cabo sin piel hacendado ultracongeladas,Paquete 500 g escurrido,4.9,9.8,Hacendado,marisco y pescado,pescado congelado
pescadilla de merluza del cabo sin cabeza hacendado ultracongelada,Paquete 1 kg escurrido,5.25,5.25,Hacendado,marisco y pescado,pescado congelado
cola de rape del cabo sin piel hacendado ultracongelada,Pieza 500 g aprox. escurrido,8.98,17.96,Hacendado,marisco y pescado,pescado congelado
filetes de merluza del cabo grandes sin piel hacendado ultracongelados,Paquete 970 g escurrido,10.5,10.824742268041238,Hacendado,marisco y pescado,pescado congelado
merluza del cabo sin cabeza hacendado ultracongelada,Pieza 700 g aprox. escurrido,5.77,8.242857142857142,Hacendado,marisco y pescado,pescado congelado
lomos de salmon sin piel y sin espinas hacendado congelado,Paquete 2 ud. (250 g),6.5,3.25,Hacendado,marisco y pescado,pescado congelado
migas de bacalao sin piel maredeus ultracongeladas,Paquete 300 g escurrido,5.2,17.333333333333336,MareDeus,marisco y pescado,pescado congelado
rodajas de atun de aleta amarilla hacendado congelado,Bandeja 250 g aprox.,4.38,17.52,Hacendado,marisco y pescado,pescado congelado
lomo de bacalao maredeus ultracongelado,Paquete 384 g aprox.,7.68,20.0,MareDeus,marisco y pescado,pescado congelado
lenguado negro limpio hacendado ultracongelado,Paquete 400 g,7.95,19.875,Hacendado,marisco y pescado,pescado congelado
albondigas de bacalao camos congeladas,Paquete 400 g,2.1,5.25,Camós,marisco y pescado,pescado congelado
aritos de surimi a la romana hacendado ultracongelados,Paquete 600 g,3.3,5.5,Hacendado,marisco y pescado,pescado congelado
merluza empanada pan fino hacendado ultracongelada,Paquete 510 g,4.0,7.8431372549019605,Hacendado,marisco y pescado,pescado congelado
filetes de merluza al huevo hacendado ultracongelados,Paquete 600 g,5.15,8.583333333333334,Hacendado,marisco y pescado,pescado congelado
varitas de merluza empanadas hacendado ultracongeladas,Paquete 400 g,4.25,10.625,Hacendado,marisco y pescado,pescado congelado
empanadillas de atun hacendado ultracongeladas,Caja 500 g,1.9,3.8,Hacendado,marisco y pescado,pescado congelado
palitos de merluza a la romana hacendado ultracongelados,Paquete 500 g,2.75,5.5,Hacendado,marisco y pescado,pescado congelado
figuritas de merluza empanadas hacendado ultracongeladas,Paquete 500 g,3.6,7.2,Hacendado,marisco y pescado,pescado congelado
chipirones enharinados hacendado ultracongelado,Paquete 325 g,4.8,14.769230769230768,Hacendado,marisco y pescado,pescado congelado
langostino caballitos rebozados hacendado ultracongelados,Paquete 300 g,3.25,10.833333333333334,Hacendado,marisco y pescado,pescado congelado
filetes de boqueron en tempura hacendado ultracongelado,Paquete 400 g,3.75,9.375,Hacendado,marisco y pescado,pescado congelado
rabas empanadas hacendado ultracongeladas,Paquete 500 g,4.25,8.5,Hacendado,marisco y pescado,pescado congelado
anillas de pota a la romana hacendado ultracongeladas,Paquete 500 g,5.25,10.5,Hacendado,marisco y pescado,pescado congelado
croquetas de merluza hacendado ultracongelados,Paquete 350 g,2.3,6.571428571428571,Hacendado,marisco y pescado,pescado congelado
tubo de pota argentina limpio hacendado congelado,Pieza 100 g aprox. escurrido,1.5,15.0,Hacendado,marisco y pescado,pescado congelado
sepia faraonica limpia hacendado congelada,Pieza 400 g aprox. escurrido,5.98,14.950000000000001,Hacendado,marisco y pescado,pescado congelado
huevas de sepia hacendado congeladas,Bandeja 350 g,6.95,19.857142857142858,Hacendado,marisco y pescado,pescado congelado
